"rule_id","scope","title","summary","created","modified","active_time","label_names","source_url","json_path","markdown_path"
"1211622812805107712","personal_individual","京东开放平台个人/个体经营类目商品阈值明细表","京东开放平台个人/个体经营类目商品阈值明细表","2025-02-25","2026-05-20","2026-05-19","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1211622812805107712","data\jd_rules\json\1211622812805107712_京东开放平台个人_个体经营类目商品阈值明细表.json","data\jd_rules\markdown\1211622812805107712_京东开放平台个人_个体经营类目商品阈值明细表.md"
"1212731056730542080","personal_individual","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","2025-02-28","2025-02-28","2025-03-06","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1212731056730542080","data\jd_rules\json\1212731056730542080_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.json","data\jd_rules\markdown\1212731056730542080_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.md"
"1214092191434149888","personal_individual","关于修订《京东开放平台个人/个体交易管理规则》的公示通知","目前物流损场景需要明确逆向售后寄回商品得损失责任承担方，便于客服判责","2025-03-04","2025-03-04","2025-03-06","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1214092191434149888","data\jd_rules\json\1214092191434149888_关于修订《京东开放平台个人_个体交易管理规则》的公示通知.json","data\jd_rules\markdown\1214092191434149888_关于修订《京东开放平台个人_个体交易管理规则》的公示通知.md"
"1216727103068835840","personal_individual","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","2025-03-11","2025-03-12","2025-03-17","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1216727103068835840","data\jd_rules\json\1216727103068835840_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.json","data\jd_rules\markdown\1216727103068835840_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.md"
"1217412041682325504","personal_individual","关于修订《京东开放平台个人/个体纠纷处理规则》的公示通知","关于修订《京东开放平台个人/个体纠纷处理规则》的公示","2025-03-13","2025-03-13","2025-03-19","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1217412041682325504","data\jd_rules\json\1217412041682325504_关于修订《京东开放平台个人_个体纠纷处理规则》的公示通知.json","data\jd_rules\markdown\1217412041682325504_关于修订《京东开放平台个人_个体纠纷处理规则》的公示通知.md"
"1219533846010269696","personal_individual","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","2025-03-19","2025-03-19","2025-03-25","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1219533846010269696","data\jd_rules\json\1219533846010269696_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.json","data\jd_rules\markdown\1219533846010269696_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.md"
"1221451254555873280","personal_individual","关于新增《京东开放平台个人店铺主体升级规则》的公示通知","关于新增《京东开放平台个人店铺主体升级规则》的公示通知","2025-03-24","2025-03-24","2025-03-30","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1221451254555873280","data\jd_rules\json\1221451254555873280_关于新增《京东开放平台个人店铺主体升级规则》的公示通知.json","data\jd_rules\markdown\1221451254555873280_关于新增《京东开放平台个人店铺主体升级规则》的公示通知.md"
"1223868743667552256","personal_individual","关于修订《京东开放平台个人/个体一物一检规则》的公示通知","关于修订《京东开放平台个人/个体一物一检规则》的公示通知","2025-03-31","2025-03-31","2025-04-06","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1223868743667552256","data\jd_rules\json\1223868743667552256_关于修订《京东开放平台个人_个体一物一检规则》的公示通知.json","data\jd_rules\markdown\1223868743667552256_关于修订《京东开放平台个人_个体一物一检规则》的公示通知.md"
"1224243967810473984","personal_individual","京东开放平台个人/个体店铺主体升级规则","京东开放平台个人/个体店铺主体升级规则","2025-04-01","2025-09-12","2025-09-11","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1224243967810473984","data\jd_rules\json\1224243967810473984_京东开放平台个人_个体店铺主体升级规则.json","data\jd_rules\markdown\1224243967810473984_京东开放平台个人_个体店铺主体升级规则.md"
"1224915672044277760","personal_individual","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","2025-04-03","2025-04-03","2025-04-09","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1224915672044277760","data\jd_rules\json\1224915672044277760_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.json","data\jd_rules\markdown\1224915672044277760_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.md"
"1233011167220338688","personal_individual","关于修订《京东开放平台个人/个体交易管理规则》的公示通知","《京东开放平台个人/个体交易管理规则》","2025-04-25","2025-04-25","2025-04-29","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1233011167220338688","data\jd_rules\json\1233011167220338688_关于修订《京东开放平台个人_个体交易管理规则》的公示通知.json","data\jd_rules\markdown\1233011167220338688_关于修订《京东开放平台个人_个体交易管理规则》的公示通知.md"
"1233961523773313024","personal_individual","关于修订《京东开放平台个人/个体纠纷处理规则》及相关规则的公示通知","关于修订《京东开放平台个人/个体纠纷处理规则》及相关规则的公示通知","2025-04-28","2025-04-28","2025-05-04","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1233961523773313024","data\jd_rules\json\1233961523773313024_关于修订《京东开放平台个人_个体纠纷处理规则》及相关规则的公示通知.json","data\jd_rules\markdown\1233961523773313024_关于修订《京东开放平台个人_个体纠纷处理规则》及相关规则的公示通知.md"
"1234788793198972928","personal_individual","关于修订《京东开放平台个人/个体经营类目商品阈值明细表》的公示通知","关于修订《京东开放平台个人/个体经营类目商品阈值明细表》的公示通知","2025-04-30","2025-04-30","2025-05-06","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1234788793198972928","data\jd_rules\json\1234788793198972928_关于修订《京东开放平台个人_个体经营类目商品阈值明细表》的公示通知.json","data\jd_rules\markdown\1234788793198972928_关于修订《京东开放平台个人_个体经营类目商品阈值明细表》的公示通知.md"
"1239414283402612736","personal_individual","关于修订《京东开放平台个人个体交易管理规则》的公示通知","京东开放平台个人个体交易管理规则","2025-05-13","2025-05-13","2025-05-19","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1239414283402612736","data\jd_rules\json\1239414283402612736_关于修订《京东开放平台个人个体交易管理规则》的公示通知.json","data\jd_rules\markdown\1239414283402612736_关于修订《京东开放平台个人个体交易管理规则》的公示通知.md"
"1247888971204268032","personal_individual","关于修订《京东开放平台个人/个体经营类目商品阈值明细表》的公示通知","关于修订《京东开放平台个人/个体经营类目商品阈值明细表》的公示通知","2025-06-05","2025-06-05","2025-06-11","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1247888971204268032","data\jd_rules\json\1247888971204268032_关于修订《京东开放平台个人_个体经营类目商品阈值明细表》的公示通知.json","data\jd_rules\markdown\1247888971204268032_关于修订《京东开放平台个人_个体经营类目商品阈值明细表》的公示通知.md"
"1249712217973198848","personal_individual","关于修订《 京东开放平台个人/个体店铺综合体验分规则》的公示通知","关于修订《 京东开放平台个人/个体店铺综合体验分规则》的公示通知","2025-06-10","2025-07-09","2025-07-08","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1249712217973198848","data\jd_rules\json\1249712217973198848_关于修订《_京东开放平台个人_个体店铺综合体验分规则》的公示通知.json","data\jd_rules\markdown\1249712217973198848_关于修订《_京东开放平台个人_个体店铺综合体验分规则》的公示通知.md"
"1253296595865309184","personal_individual","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","2025-06-20","2025-06-20","2025-06-26","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1253296595865309184","data\jd_rules\json\1253296595865309184_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.json","data\jd_rules\markdown\1253296595865309184_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.md"
"1255060997891297280","personal_individual","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","2025-06-25","2025-06-25","2025-07-01","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1255060997891297280","data\jd_rules\json\1255060997891297280_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.json","data\jd_rules\markdown\1255060997891297280_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.md"
"1255762570669854720","personal_individual","关于修订《京东开放平台个人/个体纠纷处理规则》的公示通知","关于修订《京东开放平台个人/个体纠纷处理规则》的公示通知","2025-06-27","2025-06-27","2025-07-03","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1255762570669854720","data\jd_rules\json\1255762570669854720_关于修订《京东开放平台个人_个体纠纷处理规则》的公示通知.json","data\jd_rules\markdown\1255762570669854720_关于修订《京东开放平台个人_个体纠纷处理规则》的公示通知.md"
"1257213261586239488","personal_individual","关于修订《京东开放平台个人/个体开店管理规则》的公示通知","京东开放平台个人/个体开店管理规则","2025-07-01","2025-07-01","2025-07-07","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1257213261586239488","data\jd_rules\json\1257213261586239488_关于修订《京东开放平台个人_个体开店管理规则》的公示通知.json","data\jd_rules\markdown\1257213261586239488_关于修订《京东开放平台个人_个体开店管理规则》的公示通知.md"
"1259479258473041920","personal_individual","关于修订《京东开放平台个人/个体经营类目商品阈值明细表》的公示通知","关于修订《京东开放平台个人/个体经营类目商品阈值明细表》的公示通知","2025-07-07","2025-07-07","2025-07-13","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1259479258473041920","data\jd_rules\json\1259479258473041920_关于修订《京东开放平台个人_个体经营类目商品阈值明细表》的公示通知.json","data\jd_rules\markdown\1259479258473041920_关于修订《京东开放平台个人_个体经营类目商品阈值明细表》的公示通知.md"
"1259847007779033088","personal_individual","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","2025-07-08","2025-07-08","2025-07-14","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1259847007779033088","data\jd_rules\json\1259847007779033088_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.json","data\jd_rules\markdown\1259847007779033088_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.md"
"1265577647216398336","personal_individual","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","2025-07-24","2025-07-24","2025-07-30","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1265577647216398336","data\jd_rules\json\1265577647216398336_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.json","data\jd_rules\markdown\1265577647216398336_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.md"
"1267046684546961408","personal_individual","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","2025-07-28","2025-07-29","2025-08-03","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1267046684546961408","data\jd_rules\json\1267046684546961408_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.json","data\jd_rules\markdown\1267046684546961408_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.md"
"1272855299103002624","personal_individual","关于修订《京东开放平台个人/个体商品管理规则》的公示通知","关于修订《京东开放平台个人/个体商品管理规则》的公示通知","2025-08-13","2025-08-19","2025-08-24","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1272855299103002624","data\jd_rules\json\1272855299103002624_关于修订《京东开放平台个人_个体商品管理规则》的公示通知.json","data\jd_rules\markdown\1272855299103002624_关于修订《京东开放平台个人_个体商品管理规则》的公示通知.md"
"1274706583716237312","personal_individual","关于修订《京东开放平台个人/个体经营类目商品阈值明细表》的公示通知","关于修订《京东开放平台个人/个体经营类目商品阈值明细表》的公示通知","2025-08-18","2025-08-19","2025-08-24","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1274706583716237312","data\jd_rules\json\1274706583716237312_关于修订《京东开放平台个人_个体经营类目商品阈值明细表》的公示通知.json","data\jd_rules\markdown\1274706583716237312_关于修订《京东开放平台个人_个体经营类目商品阈值明细表》的公示通知.md"
"1276069582439845888","personal_individual","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","2025-08-22","2025-08-22","2025-08-28","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1276069582439845888","data\jd_rules\json\1276069582439845888_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.json","data\jd_rules\markdown\1276069582439845888_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.md"
"1277536936805928960","personal_individual","【已失效】关于修订《京东开放平台个人/个体交易管理规则》的公示通知","京东开放平台个人/个体交易管理规则","2025-08-26","2026-06-18","2025-09-01","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1277536936805928960","data\jd_rules\json\1277536936805928960_【已失效】关于修订《京东开放平台个人_个体交易管理规则》的公示通知.json","data\jd_rules\markdown\1277536936805928960_【已失效】关于修订《京东开放平台个人_个体交易管理规则》的公示通知.md"
"1277887486005219328","personal_individual","关于修订《京东开放平台个人/个体店铺星级规则》的公示通知","关于修订《京东开放平台个人/个体店铺星级规则》的公示通知","2025-08-27","2025-08-27","2025-09-16","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1277887486005219328","data\jd_rules\json\1277887486005219328_关于修订《京东开放平台个人_个体店铺星级规则》的公示通知.json","data\jd_rules\markdown\1277887486005219328_关于修订《京东开放平台个人_个体店铺星级规则》的公示通知.md"
"1280880991510073344","personal_individual","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","2025-09-04","2025-09-04","2025-09-10","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1280880991510073344","data\jd_rules\json\1280880991510073344_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.json","data\jd_rules\markdown\1280880991510073344_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.md"
"1281216148016336896","personal_individual","关于修订《京东开放平台个人店铺主体升级规则》的公示通知","关于修订《京东开放平台个人店铺主体升级规则》的公示通知","2025-09-05","2025-09-09","2025-09-11","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1281216148016336896","data\jd_rules\json\1281216148016336896_关于修订《京东开放平台个人店铺主体升级规则》的公示通知.json","data\jd_rules\markdown\1281216148016336896_关于修订《京东开放平台个人店铺主体升级规则》的公示通知.md"
"1284831458732675072","personal_individual","“京东JD.COM”开放平台在线服务协议","“京东JD.COM”开放平台在线服务协议","2025-09-15","2026-01-09","2025-09-21","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1284831458732675072","data\jd_rules\json\1284831458732675072_“京东JD.COM”开放平台在线服务协议.json","data\jd_rules\markdown\1284831458732675072_“京东JD.COM”开放平台在线服务协议.md"
"1284833437756297216","personal_individual","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","2025-09-15","2025-09-15","2025-09-21","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1284833437756297216","data\jd_rules\json\1284833437756297216_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.json","data\jd_rules\markdown\1284833437756297216_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.md"
"1285939453038301184","personal_individual","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","2025-09-18","2025-09-18","2025-09-24","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1285939453038301184","data\jd_rules\json\1285939453038301184_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.json","data\jd_rules\markdown\1285939453038301184_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.md"
"1286254013129560064","personal_individual","关于修订《京东开放平台个人/个体交易管理规则》的公示通知","关于修订《京东开放平台个人/个体交易管理规则》的公示通知","2025-09-19","2025-09-19","2025-09-25","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1286254013129560064","data\jd_rules\json\1286254013129560064_关于修订《京东开放平台个人_个体交易管理规则》的公示通知.json","data\jd_rules\markdown\1286254013129560064_关于修订《京东开放平台个人_个体交易管理规则》的公示通知.md"
"1295662673208631296","personal_individual","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","2025-10-15","2025-10-15","2025-10-21","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1295662673208631296","data\jd_rules\json\1295662673208631296_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.json","data\jd_rules\markdown\1295662673208631296_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.md"
"1297844072060919808","personal_individual","关于修订《京东开放平台个人/个体经营类目商品阈值明细表》的公示通知","关于修订《京东开放平台个人/个体经营类目商品阈值明细表》的公示通知","2025-10-21","2025-10-21","2025-10-27","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1297844072060919808","data\jd_rules\json\1297844072060919808_关于修订《京东开放平台个人_个体经营类目商品阈值明细表》的公示通知.json","data\jd_rules\markdown\1297844072060919808_关于修订《京东开放平台个人_个体经营类目商品阈值明细表》的公示通知.md"
"1300341281989959680","personal_individual","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","2025-10-28","2025-10-28","2025-11-03","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1300341281989959680","data\jd_rules\json\1300341281989959680_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.json","data\jd_rules\markdown\1300341281989959680_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.md"
"1308037443300376576","personal_individual","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","2025-11-18","2025-11-18","2025-11-24","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1308037443300376576","data\jd_rules\json\1308037443300376576_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.json","data\jd_rules\markdown\1308037443300376576_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.md"
"1321674586772574208","personal_individual","关于修订《京东开放平台个人/个体开店管理规则》公示通知","关于修订《京东开放平台个人/个体开店管理规则》公示通知","2025-12-26","2025-12-26","2025-12-31","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1321674586772574208","data\jd_rules\json\1321674586772574208_关于修订《京东开放平台个人_个体开店管理规则》公示通知.json","data\jd_rules\markdown\1321674586772574208_关于修订《京东开放平台个人_个体开店管理规则》公示通知.md"
"1323564833215586304","personal_individual","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","2025-12-31","2025-12-31","2026-01-06","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1323564833215586304","data\jd_rules\json\1323564833215586304_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.json","data\jd_rules\markdown\1323564833215586304_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.md"
"1324983876244451328","personal_individual","关于修订《京东开放平台个人/个体交易管理规则》的公示通知","关于修订《京东开放平台个人/个体交易管理规则》的公示通知","2026-01-04","2026-01-04","2026-01-10","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1324983876244451328","data\jd_rules\json\1324983876244451328_关于修订《京东开放平台个人_个体交易管理规则》的公示通知.json","data\jd_rules\markdown\1324983876244451328_关于修订《京东开放平台个人_个体交易管理规则》的公示通知.md"
"1328191347167178752","personal_individual","关于修订《京东开放平台个人/个体交易管理规则》的公示通知","关于修订《京东开放平台个人/个体交易管理规则》的公示通知","2026-01-13","2026-01-13","2026-01-19","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1328191347167178752","data\jd_rules\json\1328191347167178752_关于修订《京东开放平台个人_个体交易管理规则》的公示通知.json","data\jd_rules\markdown\1328191347167178752_关于修订《京东开放平台个人_个体交易管理规则》的公示通知.md"
"1331900629675655168","personal_individual","关于修订《京东开放平台个人/个体店铺星级规则》的公示通知","关于修订《京东开放平台个人/个体店铺星级规则》的公示通知","2026-01-23","2026-01-23","2026-03-03","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1331900629675655168","data\jd_rules\json\1331900629675655168_关于修订《京东开放平台个人_个体店铺星级规则》的公示通知.json","data\jd_rules\markdown\1331900629675655168_关于修订《京东开放平台个人_个体店铺星级规则》的公示通知.md"
"1333040240550461440","personal_individual","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","关于修订《京东开放平台个人/个体合规管理规则》的公示通知","2026-01-26","2026-01-26","2026-02-01","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1333040240550461440","data\jd_rules\json\1333040240550461440_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.json","data\jd_rules\markdown\1333040240550461440_关于修订《京东开放平台个人_个体合规管理规则》的公示通知.md"
"1333340187688681472","personal_individual","关于修订《京东开放平台个体店铺主体变更规则》的公示通知","关于修订《京东开放平台个体店铺主体变更规则》的公示通知","2026-01-27","2026-01-27","2026-02-02","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1333340187688681472","data\jd_rules\json\1333340187688681472_关于修订《京东开放平台个体店铺主体变更规则》的公示通知.json","data\jd_rules\markdown\1333340187688681472_关于修订《京东开放平台个体店铺主体变更规则》的公示通知.md"
"1333351393424031744","personal_individual","京东开放平台个人/个体店铺二轮车配类目销售激励政策（2026.3.1-2026.4.30）","京东开放平台个人/个体店铺二轮车配类目销售激励政策（2026.3.1-2026.4.31）","2026-01-27","2026-03-30","2026-02-28","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1333351393424031744","data\jd_rules\json\1333351393424031744_京东开放平台个人_个体店铺二轮车配类目销售激励政策（2026.3.1-2026.4.30）.json","data\jd_rules\markdown\1333351393424031744_京东开放平台个人_个体店铺二轮车配类目销售激励政策（2026.3.1-2026.4.30）.md"
"1334355128174493696","personal_individual","京东开放平台个人/个体店铺资费规则","京东开放平台个人/个体店铺资费规则","2026-01-30","2026-06-17","2026-05-31","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1334355128174493696","data\jd_rules\json\1334355128174493696_京东开放平台个人_个体店铺资费规则.json","data\jd_rules\markdown\1334355128174493696_京东开放平台个人_个体店铺资费规则.md"
"1335877073803915264","personal_individual","京东开放平台个人/个体店铺母婴/玩具乐器类目招商激励政策（2026.2.1-2026.4.30）","京东开放平台个人/个体店铺母婴/玩具乐器类目招商激励政策（2026.2.1-2026.4.30）","2026-02-03","2026-03-30","2026-01-31","","https://learn-jdm.jd.com/knowledge/rule/detail?ruleId=1335877073803915264","data\jd_rules\json\1335877073803915264_京东开放平台个人_个体店铺母婴_玩具乐器类目招商激励政策（2026.2.1-2026.4.30）.json","data\jd_rules\markdown\1335877073803915264_京东开放平台个人_个体店铺母婴_玩具乐器类目招商激励政策（2026.2.1-2026.4.30）.md"
